909,CSI,48:4A:E9:20:BE:E0,-88,128,-43,80,13,0,-6,11,-9,9,-8,7,-4,0,-3,-5,-4,-7,-3,-12,0,-13,-1,-11,-4,-13,-1,-15,4,-15,5,-13,7,-8,8,-4,9,-2,12,0,13,3,9,5,6,7,7,12,6,15,3,14,2,13,5,11,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-2,11,-6,9,-6,8,-7,8,-10,9,-14,10,-17,7,-18,7,-19,7,-18,7,-15,5,-14,-2,-16,-7,-16,-8,-11,-8,-6,-6,-5,-4,-5,-4,0,-5,3,-7,3,-5,7,-6,13,-9,16,-8,18,-5,20,-4,20
940,CSI,48:4A:E9:20:BE:E1,-89,128,-44,64,13,0,15,0,9,3,6,1,6,-1,5,-1,2,2,1,8,-2,14,-7,14,-10,10,-10,9,-10,10,-10,10,-12,8,-14,2,-14,-5,-11,-6,-10,-7,-10,-9,-9,-14,-8,-18,-8,-17,-6,-15,-3,-13,-3,-11,-1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-3,-3,-9,-6,-10,-9,-10,-10,-10,-11,-9,-12,-9,-14,-11,-17,-9,-21,-5,-21,-3,-19,-1,-17,4,-14,6,-10,6,-5,7,1,8,4,7,6,5,8,2,10,-1,11,-3,14,-3,20,-7,21,-11,17,-10,14,-8
972,CSI,48:4A:E9:20:EE:80,-68,128,-42,96,13,0,31,-5,27,-4,23,-3,17,-3,10,-3,3,-3,-4,-2,-12,-3,-19,-4,-26,-5,-31,-6,-35,-6,-38,-7,-39,-8,-39,-9,-37,-10,-33,-11,-27,-10,-21,-9,-15,-7,-9,-4,-2,-1,4,2,10,6,13,9,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,-4,-1,-3,-3,-2,-5,-1,-7,0,-9,1,-11,2,-14,4,-16,5,-17,6,-17,6,-17,6,-17,6,-15,6,-12,6,-10,5,-6,4,-2,3,3,3,7,1,12,0,17,-2,23,-3,26,-4,29,-6,31,-6
1003,CSI,48:4A:E9:20:BE:E0,-88,128,-43,80,13,0,-7,13,-9,8,-8,4,-4,0,-3,-3,-5,-5,-3,-7,-1,-13,0,-17,1,-18,2,-17,5,-17,7,-14,5,-11,4,-11,4,-8,8,-5,11,-1,11,4,9,8,8,9,6,10,2,12,2,12,2,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,5,4,8,4,10,3,11,1,12,-1,14,-5,15,-9,15,-9,15,-11,12,-14,9,-14,5,-13,2,-11,1,-9,-2,-4,-6,1,-9,2,-8,2,-6,7,-9,12,-13,14,-13,18,-10,22,-9,22,-9,17
1045,CSI,48:4A:E9:20:BE:E1,-87,128,-44,64,13,0,11,-6,9,-2,7,1,5,2,-2,6,-8,10,-7,11,-7,13,-9,16,-9,18,-10,18,-12,17,-11,15,-11,10,-12,6,-12,4,-11,2,-10,-1,-10,-5,-9,-7,-9,-9,-10,-12,-7,-14,-4,-13,-2,-11,-1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-2,8,-6,4,-9,2,-11,1,-11,-2,-11,-5,-11,-9,-11,-12,-13,-12,-15,-11,-11,-14,-6,-16,-5,-14,-4,-12,2,-11,4,-7,3,-1,5,2,6,6,5,10,3,13,2,15,0,19,-3,23,-5,22,-6,22,-6
1077,CSI,48:4A:E9:20:EE:80,-71,128,-42,96,13,0,-20,30,-19,27,-17,24,-14,20,-9,15,-4,13,3,12,10,10,16,10,22,10,28,12,33,15,36,18,36,21,35,25,31,29,26,29,21,27,15,23,11,17,7,11,4,4,3,-4,5,-12,7,-18,2,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-4,-6,-5,-7,-6,-7,-7,-8,-8,-8,-10,-7,-12,-7,-14,-7,-15,-7,-16,-7,-17,-7,-18,-8,-18,-8,-18,-7,-18,-5,-17,-4,-16,-1,-15,2,-14,5,-14,9,-13,13,-13,18,-13,22,-14,26,-15,30,-16,32
1108,CSI,48:4A:E9:20:BE:E0,-88,128,-43,80,13,0,-11,12,-11,9,-11,5,-9,1,-7,-3,-5,-8,-2,-9,0,-9,1,-10,5,-10,7,-9,4,-10,4,-10,7,-10,10,-7,11,-1,12,0,10,1,7,4,7,6,9,8,8,9,3,8,1,6,-1,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,8,1,6,5,4,12,2,15,1,16,-2,16,-6,16,-7,15,-10,15,-12,12,-12,10,-13,10,-14,8,-11,6,-9,3,-8,-1,-5,-3,-2,-7,1,-10,4,-9,6,-11,10,-15,12,-17,10,-17,14,-16,20
1150,CSI,48:4A:E9:20:BE:E1,-88,128,-44,64,13,0,14,3,12,7,8,9,3,6,0,5,-4,6,-7,5,-9,3,-12,2,-15,3,-15,2,-14,1,-12,-1,-11,-3,-10,-6,-10,-11,-10,-12,-6,-9,1,-9,5,-10,7,-9,5,-8,6,-7,9,-6,9,-4,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-1,-11,-3,-11,-6,-10,-10,-9,-12,-7,-12,-5,-16,-5,-19,-5,-19,-6,-20,-5,-19,-2,-17,1,-17,3,-17,4,-13,5,-9,6,-5,6,3,6,10,5,11,5,13,3,19,-1,23,0,21,3,22,3,27,0
1181,CSI,48:4A:E9:20:EE:80,-67,128,-42,96,13,0,24,18,20,15,16,11,12,6,8,0,4,-6,1,-12,-1,-18,-3,-24,-4,-30,-5,-34,-4,-37,-3,-39,-2,-40,0,-39,2,-36,4,-31,4,-26,3,-20,1,-14,-2,-8,-5,-2,-9,3,-13,7,-16,10,-5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-2,1,-4,2,-7,5,-10,7,-13,8,-16,9,-18,9,-21,9,-22,9,-22,8,-23,7,-22,6,-19,5,-16,4,-13,4,-8,4,-2,5,3,6,8,7,13,9,18,11,23,13,26,15,29,16,30,17,30,18
1213,CSI,48:4A:E9:20:BE:E0,-87,128,-43,80,13,0,1,-20,1,-15,1,-10,5,-5,8,-1,8,0,8,3,9,8,7,10,5,9,7,9,9,10,7,12,5,10,4,9,0,7,-5,7,-8,7,-8,7,-10,7,-12,7,-15,5,-17,1,-13,-2,-6,-2,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-6,-8,-7,-8,-9,-6,-11,-2,-13,3,-14,9,-10,10,-10,10,-11,12,-7,11,-4,12,-5,14,-3,15,0,15,2,13,4,8,6,4,7,1,5,-2,4,-9,5,-14,5,-17,3,-19,2,-21,2,-21,1,-20
